[2024-01-10T00:14:05.155577+00:00] main.ERROR: Parameter validation failed
#0 /home/sg/Sites/m247b/vendor/symfony/console/Command/Command.php(264): Magento\Setup\Console\Command\InstallCommand->initialize()
#1 /home/sg/Sites/m247b/vendor/symfony/console/Application.php(1040): Symfony\Component\Console\Command\Command->run()
#2 /home/sg/Sites/m247b/vendor/symfony/console/Application.php(301): Symfony\Component\Console\Application->doRunCommand()
#3 /home/sg/Sites/m247b/vendor/magento/framework/Console/Cli.php(116): Symfony\Component\Console\Application->doRun()
#4 /home/sg/Sites/m247b/vendor/symfony/console/Application.php(171): Magento\Framework\Console\Cli->doRun()
#5 /home/sg/Sites/m247b/bin/magento(23): Symfony\Component\Console\Application->run()
#6 {main} [] []
[2024-01-10T00:17:21.037042+00:00] main.DEBUG: Source class "\Magento\ServiceProxy\Model" for "Magento\ServiceProxy\Model\Logger" generation does not exist. {"exception":"[object] (RuntimeException(code: 0): Source class \"\\Magento\\ServiceProxy\\Model\" for \"Magento\\ServiceProxy\\Model\\Logger\" generation does not exist. at /home/sg/Sites/m247b/vendor/magento/framework/Code/Generator.php:223)"} []
[2024-01-10T00:17:21.037393+00:00] main.DEBUG: Source class "\Magento\ServiceProxy\Model" for "Magento\ServiceProxy\Model\Logger" generation does not exist. {"exception":"[object] (RuntimeException(code: 0): Source class \"\\Magento\\ServiceProxy\\Model\" for \"Magento\\ServiceProxy\\Model\\Logger\" generation does not exist. at /home/sg/Sites/m247b/vendor/magento/framework/Code/Generator.php:223)"} []
[2024-01-10T00:17:24.417395+00:00] main.INFO: Setting mode Update On Schedule for indexer Sales Order Feed [] []
[2024-01-10T00:17:24.482758+00:00] main.INFO: Setting mode Update On Schedule for indexer Sales Order Statuses Feed [] []
[2024-01-10T00:17:24.521270+00:00] main.INFO: Setting mode Update On Schedule for indexer Stores Feed [] []
[2024-01-10T00:17:25.176046+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["CONFIG"],"mode":"matchingTag"}} []
[2024-01-10T00:17:25.179318+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["LAYOUT_GENERAL_CACHE_TAG"],"mode":"matchingTag"}} []
[2024-01-10T00:17:25.179464+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["BLOCK_HTML"],"mode":"matchingTag"}} []
[2024-01-10T00:17:25.179596+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["COLLECTION_DATA"],"mode":"matchingTag"}} []
[2024-01-10T00:17:25.179682+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["REFLECTION"],"mode":"matchingTag"}} []
[2024-01-10T00:17:25.179763+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["DB_DDL"],"mode":"matchingTag"}} []
[2024-01-10T00:17:25.179842+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["COMPILED_CONFIG"],"mode":"matchingTag"}} []
[2024-01-10T00:17:25.179921+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV"],"mode":"matchingTag"}} []
[2024-01-10T00:17:25.180007+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["CUSTOMER_NOTIFICATION"],"mode":"matchingTag"}} []
[2024-01-10T00:17:25.180085+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["INTEGRATION"],"mode":"matchingTag"}} []
[2024-01-10T00:17:25.180162+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["INTEGRATION_API_CONFIG"],"mode":"matchingTag"}} []
[2024-01-10T00:17:25.180241+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["GRAPHQL_QUERY_RESOLVER_RESULT"],"mode":"matchingTag"}} []
